0.65, 0.00,15,32000000,1000000,50,2.47e-03,8.32e-04,7.61e-02,2.52e-02,7.6
0.70, 0.00,15,32000000,1000000,50,2.48e-03,8.99e-04,7.63e-02,2.72e-02,8.4
0.75, 0.00,15,32000000,1000000,50,2.46e-03,9.35e-04,7.58e-02,2.83e-02,8.8
0.80, 0.00,15,32000000,1000000,50,2.48e-03,9.80e-04,7.62e-02,2.97e-02,9.3
0.85, 0.00,15,32000000,1000000,50,2.47e-03,1.01e-03,7.60e-02,3.07e-02,9.2
0.90, 0.00,15,32000000,1000000,50,2.48e-03,1.08e-03,7.62e-02,3.28e-02,9.1
0.95, 0.00,15,32000000,1000000,50,2.46e-03,1.18e-03,7.57e-02,3.59e-02,10.4
1.00, 0.00,15,32000000,1000000,50,2.49e-03,1.32e-03,7.66e-02,4.00e-02,11.1
0.70, 0.00,10,32000000,1000000,50,5.69e-02,4.56e-02,8.46e-01,6.18e-01,74.7
0.70, 0.00,11,32000000,1000000,50,3.80e-02,2.65e-02,7.11e-01,4.49e-01,56.0
0.70, 0.00,12,32000000,1000000,50,2.32e-02,1.37e-02,5.29e-01,2.87e-01,36.9
0.70, 0.00,13,32000000,1000000,50,1.28e-02,6.25e-03,3.37e-01,1.56e-01,24.4
0.70, 0.00,14,32000000,1000000,50,6.10e-03,2.52e-03,1.78e-01,7.14e-02,14.3
0.70, 0.00,15,32000000,1000000,50,2.48e-03,8.97e-04,7.63e-02,2.72e-02,8.1
0.70, 0.00,16,32000000,1000000,50,8.06e-04,2.62e-04,2.54e-02,8.14e-03,6.2
0.70, 0.00,17,32000000,1000000,50,2.12e-04,6.52e-05,6.68e-03,2.00e-03,5.6
0.70, 0.00,18,32000000,1000000,50,4.71e-05,2.15e-05,1.41e-03,5.90e-04,5.0
0.70, 0.00,19,32000000,1000000,50,1.48e-05,1.28e-05,3.86e-04,3.22e-04,5.2
0.70, 0.00,20,32000000,1000000,50,1.22e-05,1.15e-05,3.18e-04,2.97e-04,5.1
0.70, 0.00,21,32000000,1000000,50,1.32e-05,1.21e-05,3.47e-04,3.12e-04,5.2
0.70, 0.00,22,32000000,1000000,50,1.20e-05,1.03e-05,3.13e-04,2.58e-04,6.2
0.70, 0.00,23,32000000,1000000,50,1.18e-05,9.94e-06,3.06e-04,2.48e-04,5.5
0.70, 0.00,24,32000000,1000000,50,1.19e-05,9.72e-06,3.22e-04,2.52e-04,5.1
0.70, 0.00,25,32000000,1000000,50,1.05e-05,7.87e-06,2.85e-04,2.07e-04,5.3
0.70, 0.00,26,32000000,1000000,50,1.12e-05,6.41e-06,3.08e-04,1.74e-04,5.0
0.70, 0.00,27,32000000,1000000,50,9.19e-06,3.59e-06,2.59e-04,1.10e-04,5.2
0.70, 0.00,28,32000000,1000000,50,9.84e-06,2.25e-06,2.84e-04,6.80e-05,5.0
0.70, 0.00,29,32000000,1000000,50,7.72e-06,8.75e-07,2.40e-04,2.80e-05,4.9
0.70, 0.00,30,32000000,1000000,50,6.94e-06,8.75e-07,2.22e-04,2.80e-05,5.1
0.70, 0.00,31,32000000,1000000,50,5.00e-06,6.56e-07,1.60e-04,2.10e-05,5.7
0.70, 0.00,15,32000000,1000000,5,2.46e-03,9.59e-04,7.57e-02,2.91e-02,5.2
0.70, 0.00,15,32000000,1000000,10,2.49e-03,9.17e-04,7.66e-02,2.78e-02,6.1
0.70, 0.00,15,32000000,1000000,15,2.47e-03,9.01e-04,7.60e-02,2.73e-02,6.7
0.70, 0.00,15,32000000,1000000,20,2.48e-03,8.96e-04,7.62e-02,2.71e-02,7.8
0.70, 0.00,15,32000000,1000000,25,2.46e-03,8.94e-04,7.58e-02,2.70e-02,8.3
0.70, 0.00,15,32000000,1000000,30,2.49e-03,8.92e-04,7.65e-02,2.70e-02,7.0
0.70, 0.00,15,32000000,1000000,35,2.48e-03,8.96e-04,7.62e-02,2.72e-02,7.3
0.70, 0.00,15,32000000,1000000,40,2.48e-03,8.89e-04,7.64e-02,2.70e-02,7.9
0.70, 0.00,15,32000000,1000000,45,2.49e-03,8.90e-04,7.66e-02,2.70e-02,9.0
0.70, 0.00,15,32000000,1000000,50,2.48e-03,8.91e-04,7.61e-02,2.69e-02,8.8
0.70, 0.00,15,32000000,1000000,55,2.47e-03,8.92e-04,7.59e-02,2.70e-02,9.1
0.70, 0.00,15,32000000,1000000,60,2.47e-03,8.85e-04,7.61e-02,2.69e-02,9.2
0.70, 0.00,15,32000000,1000000,65,2.47e-03,8.86e-04,7.60e-02,2.68e-02,9.4
0.70, 0.00,15,32000000,1000000,70,2.48e-03,8.94e-04,7.63e-02,2.70e-02,9.6
0.70, 0.00,15,32000000,1000000,75,2.47e-03,8.86e-04,7.62e-02,2.69e-02,10.1
0.70, 0.00,15,32000000,1000000,80,2.47e-03,8.87e-04,7.60e-02,2.69e-02,10.1
0.70, 0.00,15,32000000,1000000,85,2.49e-03,8.93e-04,7.66e-02,2.70e-02,9.3
0.70, 0.00,15,32000000,1000000,90,2.47e-03,8.91e-04,7.61e-02,2.70e-02,9.5
0.70, 0.00,15,32000000,1000000,95,2.47e-03,8.92e-04,7.60e-02,2.70e-02,11.2
0.70, 0.00,15,32000000,1000000,100,2.46e-03,8.82e-04,7.58e-02,2.67e-02,11.3
0.70, 0.00,10,32000000,1000000,5,5.70e-02,4.86e-02,8.47e-01,6.71e-01,16.7
0.70, 0.00,10,32000000,1000000,10,5.69e-02,4.69e-02,8.47e-01,6.40e-01,24.5
0.70, 0.00,10,32000000,1000000,15,5.69e-02,4.63e-02,8.47e-01,6.31e-01,32.5
0.70, 0.00,10,32000000,1000000,20,5.70e-02,4.62e-02,8.47e-01,6.26e-01,39.7
0.70, 0.00,10,32000000,1000000,25,5.70e-02,4.60e-02,8.47e-01,6.24e-01,41.4
0.70, 0.00,10,32000000,1000000,30,5.69e-02,4.59e-02,8.47e-01,6.22e-01,45.2
0.70, 0.00,10,32000000,1000000,35,5.69e-02,4.58e-02,8.47e-01,6.21e-01,50.7
0.70, 0.00,10,32000000,1000000,40,5.70e-02,4.58e-02,8.47e-01,6.21e-01,54.7
0.70, 0.00,10,32000000,1000000,45,5.69e-02,4.57e-02,8.47e-01,6.20e-01,60.1
0.70, 0.00,10,32000000,1000000,50,5.69e-02,4.57e-02,8.47e-01,6.19e-01,66.6
0.70, 0.00,10,32000000,1000000,55,5.70e-02,4.57e-02,8.47e-01,6.19e-01,69.9
0.70, 0.00,10,32000000,1000000,60,5.69e-02,4.56e-02,8.47e-01,6.18e-01,74.9
0.70, 0.00,10,32000000,1000000,65,5.69e-02,4.56e-02,8.46e-01,6.18e-01,79.8
0.70, 0.00,10,32000000,1000000,70,5.70e-02,4.57e-02,8.47e-01,6.19e-01,84.7
0.70, 0.00,10,32000000,1000000,75,5.69e-02,4.56e-02,8.47e-01,6.18e-01,90.0
0.70, 0.00,10,32000000,1000000,80,5.70e-02,4.57e-02,8.47e-01,6.18e-01,94.2
0.70, 0.00,10,32000000,1000000,85,5.69e-02,4.56e-02,8.47e-01,6.18e-01,98.2
0.70, 0.00,10,32000000,1000000,90,5.70e-02,4.56e-02,8.48e-01,6.18e-01,103.1
0.70, 0.00,10,32000000,1000000,95,5.69e-02,4.56e-02,8.47e-01,6.18e-01,108.4
0.70, 0.00,10,32000000,1000000,100,5.70e-02,4.56e-02,8.46e-01,6.17e-01,113.8
